Entity1,Relation,Entity2
4112,演员,13729
1643,类型,19
1037,演员,16121
1775,编剧,21037
3178,编剧,14782
3270,演员,5330
3273,演员,20523
3812,上映时间,71
4045,演员,11781
2098,演员,18586
1060,演员,10521
1022,上映地区,29
3819,演员,1756
3434,类型,7
3345,演员,21557
930,演员,10737
1295,类型,18
2621,类型,18
3403,上映时间,74
4430,类型,16
563,演员,2364
3947,类型,0
4351,演员,9947
1835,编剧,11181
1062,语言,110
1943,演员,9181
3780,演员,2135
808,上映时间,70
4141,演员,17601
4436,上映地区,45
3991,上映时间,90
1703,演员,5203
3539,类型,7
533,演员,2911
3076,编剧,10703
3414,上映地区,45
4083,演员,2636
2952,导演,9748
2527,编剧,7433
4090,编剧,7515
2268,演员,18399
2945,上映地区,45
2696,演员,17710
1278,类型,18
1254,编剧,3095
3695,演员,12402
4565,上映时间,90
3888,上映地区,40
1963,演员,18745
426,上映时间,93
3561,上映时间,91
3944,类型,16
1049,编剧,7789
1688,演员,14155
386,编剧,8272
3293,演员,12660
787,演员,1471
3604,类型,5
3869,编剧,7156
431,导演,9763
1628,编剧,20266
2397,演员,18893
3522,类型,7
3481,演员,5920
2299,演员,9531
4233,演员,11759
379,类型,19
4206,演员,11712
531,上映时间,93
2599,演员,17440
425,演员,11587
522,演员,1849
1292,语言,54
1530,演员,20102
2398,导演,1131
238,演员,17799
549,编剧,6642
925,编剧,14651
3871,上映地区,40
948,导演,1820
2314,编剧,16459
409,上映时间,93
809,演员,12790
3571,编剧,13751
944,上映时间,92
1399,导演,21967
3927,类型,16
103,演员,12307
4333,演员,4567
1935,演员,15038
906,演员,12450
3075,上映时间,91
2971,导演,4689
657,演员,9745
2545,上映地区,7
20,演员,35
3505,类型,7
4392,语言,45
377,演员,17786
923,语言,89
1079,演员,11094
1366,类型,18
1698,语言,124
346,演员,2868
514,上映时间,93
897,类型,18
1289,上映地区,21
2108,演员,11412
180,上映地区,28
3650,上映地区,45
188,演员,15046
984,类型,11
3407,编剧,20276
3128,导演,15084
3073,演员,8925
4072,编剧,17262
3910,类型,16
157,演员,8598
15,演员,22240
1168,导演,12455
1665,编剧,19001
2116,导演,14341
84,上映时间,94
4076,语言,124
3460,语言,158
758,演员,4499
339,演员,5158
4215,演员,9059
3640,上映时间,81
1349,类型,18
1681,语言,124
935,演员,19352
2482,演员,6481
3385,编剧,21944
3319,编剧,10022
665,演员,14407
2768,演员,11355
1990,导演,17554
1672,演员,12825
163,上映地区,28
1760,上映地区,59
3222,演员,473
3633,上映地区,45
2962,语言,49
2717,演员,16270
3850,类型,22
234,语言,141
292,编剧,10722
1638,上映地区,59
755,上映地区,29
1786,语言,124
4097,演员,2987
1715,上映时间,91
2104,演员,19297
1498,演员,5257
1833,演员,4522
450,类型,19
2668,演员,7357
2319,演员,2203
1664,语言,124
3738,上映地区,45
3903,导演,10177
3259,类型,22
2042,演员,11517
908,演员,20947
480,上映时间,93
1390,编剧,4032
1221,演员,383
2687,编剧,14634
1486,演员,7935
746,类型,16
3505,编剧,4493
1968,类型,26
2857,演员,20444
221,上映地区,40
2943,演员,2509
1211,演员,537
2959,编剧,18890
3240,导演,10825
3439,演员,11191
1168,编剧,17589
3147,上映地区,45
3257,导演,20250
263,演员,2034
200,演员,19857
534,演员,6229
1862,演员,8394
1921,编剧,15353
3642,语言,110
3332,编剧,10572
616,类型,26
3446,演员,11278
424,演员,2016
1538,类型,27
3015,语言,45
649,演员,2339
1367,演员,13679
1778,导演,19444
3423,演员,10666
3721,上映地区,45
4064,类型,18
1269,演员,2475
2764,上映地区,7
1835,编剧,18215
3252,上映地区,45
1726,上映地区,59
429,类型,7
238,演员,9773
993,演员,17455
1651,类型,17
3950,演员,15048
2977,编剧,8724
4305,演员,7632
1864,演员,18635
24,演员,10488
238,类型,10
2645,演员,16124
1023,演员,262
1937,演员,20511
3249,编剧,2592
1681,上映时间,91
3894,演员,10519
3347,类型,22
822,语言,133
1766,演员,1769
3452,上映地区,28
2637,上映时间,41
2225,类型,17
4227,演员,18916
299,演员,18825
2639,演员,16801
2769,演员,9062
2998,语言,45
3360,演员,11490
1221,类型,18
2729,演员,2587
1452,演员,19047
1011,演员,13520
480,演员,17633
2350,演员,8031
258,演员,22145
1755,演员,16721
1886,演员,10150
3235,上映地区,45
2956,导演,5059
599,演员,525
2005,上映地区,45
3974,导演,13964
4118,语言,143
4341,演员,10652
1616,编剧,13955
4404,演员,19977
402,演员,17805
3103,语言,45
2918,编剧,14235
3161,演员,4542
4421,演员,8670
1170,演员,1696
859,演员,22927
1884,语言,144
567,编剧,3328
735,语言,92
320,演员,12555
2542,演员,5951
2590,导演,9899
1668,演员,4629
1822,导演,10732
895,上映时间,82
3837,演员,7083
2512,语言,45
956,演员,6958
993,演员,19094
3218,上映地区,45
3504,类型,8
2837,演员,20086
2096,上映地区,40
3369,演员,5999
3756,编剧,13601
1988,上映地区,45
3787,演员,18475
3503,编剧,11109
435,上映地区,12
484,演员,21919
4542,导演,3583
387,类型,17
3086,语言,45
1978,演员,22213
465,演员,16930
1609,演员,19589
1826,演员,21848
2805,演员,10742
203,演员,12550
953,上映地区,14
3792,上映地区,45
3708,语言,37
691,语言,45
846,导演,9471
3713,演员,3766
800,类型,16
2083,类型,22
1651,演员,4629
4459,演员,9324
3190,编剧,6948
2412,导演,1966
1110,编剧,19323
3683,类型,27
1563,演员,9486
571,演员,776
1403,演员,22161
3487,类型,8
4336,编剧,17246
831,语言,82
1949,演员,20569
3191,语言,45
488,演员,3780
1906,演员,4563
3117,语言,37
3698,演员,21931
1971,上映地区,45
745,编剧,8362
2077,演员,21962
570,演员,9969
1754,语言,144
3278,编剧,5659
1192,类型,13
4144,语言,89
1348,演员,11277
2448,编剧,11915
3069,语言,45
3353,演员,11133
3829,导演,16489
3473,演员,16131
3522,演员,1100
2792,类型,18
3689,演员,9886
4294,演员,19685
2759,演员,13821
270,导演,3528
3021,演员,10095
1761,演员,5213
1260,导演,18370
483,类型,7
1370,语言,45
635,上映时间,81
1545,编剧,4020
3610,演员,18093
2209,编剧,7762
2929,演员,22508
902,导演,20392
1331,编剧,11905
3174,语言,45
2184,导演,6206
2677,编剧,22381
2707,演员,7018
1094,演员,6277
1327,上映时间,87
1487,导演,16327
2555,编剧,22381
2818,编剧,18686
2755,演员,22110
739,演员,22738
923,类型,26
3372,上映地区,47
3479,类型,8
625,演员,10249
443,演员,268
1541,演员,20023
37,上映地区,45
3834,演员,9902
1545,类型,18
1539,演员,108
2019,导演,19011
1019,演员,9220
2610,演员,16580
3649,类型,27
3930,演员,3294
4524,编剧,1009
1685,上映地区,28
2841,演员,17710
2906,语言,89
4549,上映时间,89
1861,语言,27
2574,演员,20101
2314,上映时间,86
132,类型,22
954,类型,18
3011,演员,16419
3664,编剧,6694
3678,演员,10279
4089,类型,16
3749,类型,5
3888,演员,16160
4095,演员,5166
82,编剧,13514
4520,导演,9802
3240,演员,16912
3680,类型,19
684,上映时间,83
21,语言,144
886,演员,4924
1005,编剧,14683
1528,类型,18
1860,语言,124
2815,语言,70
914,演员,5032
1961,编剧,19942
2434,演员,15347
2889,语言,89
1222,演员,22730
2824,演员,17710
3332,类型,18
3638,演员,17952
1064,演员,9833
3417,演员,17799
1641,类型,8
4070,演员,6489
319,导演,7098
1089,上映时间,92
1787,演员,21195
3973,演员,18701
2095,演员,12098
2038,上映地区,33
1633,类型,18
37,编剧,3990
2260,导演,6030
4066,编剧,17332
437,类型,5
3422,编剧,13726
3668,上映地区,20
3737,类型,27
824,演员,10326
1068,语言,89
1511,类型,18
2250,编剧,4926
3959,类型,5
1890,演员,4522
913,编剧,10271
1746,类型,8
4098,编剧,8885
616,演员,180
220,类型,22
232,演员,17845
1042,类型,18
2778,编剧,15755
706,编剧,15462
2157,演员,10823
2872,语言,89
2909,导演,9099
3485,演员,11843
3837,类型,5
3888,演员,13713
3631,演员,11957
3285,上映时间,89
52,演员,11339
745,导演,17809
1484,演员,11050
3318,演员,3659
106,演员,13888
68,上映时间,93
1694,上映时间,84
1083,演员,18330
2849,演员,10829
2576,上映时间,83
3696,演员,21168
1494,类型,18
3942,类型,5
3710,演员,22904
646,演员,6557
1613,上映地区,40
1700,演员,21740
1729,类型,8
3771,演员,21793
1025,类型,18
0,演员,21915
187,编剧,7636
2102,编剧,19959
2121,演员,935
2301,演员,10824
1218,演员,18722
1647,类型,10
3680,演员,13299
1625,语言,89
1076,演员,21784
2386,演员,907
3925,演员,6385
583,演员,21347
2968,上映时间,80
264,演员,4106
1729,编剧,22268
2068,演员,8802
3156,上映地区,2
1507,演员,11435
3117,导演,6389
2320,演员,2756
3588,语言,158
2874,演员,15470
3965,语言,92
2002,演员,19511
2953,编剧,14085
2654,演员,18175
1809,语言,124
3883,上映地区,45
4184,语言,153
4444,演员,7950
183,编剧,21587
953,演员,21908
3925,类型,5
1111,语言,14
4508,类型,26
126,演员,20547
1712,类型,8
565,语言,89
895,演员,19775
1008,类型,18
1791,演员,21499
987,演员,11890
4292,演员,1552
2665,上映地区,7
1712,演员,8458
3699,类型,15
4512,语言,45
993,演员,15524
3028,演员,20512
1,演员,20202
3292,上映地区,45
1553,演员,19276
2361,演员,15648
339,导演,9569
889,演员,1204
1139,语言,89
3317,类型,8
2687,类型,26
1961,演员,4522
1562,编剧,10845
1926,类型,7
730,上映时间,93
3483,演员,9441
499,演员,12202
1162,演员,8521
3434,编剧,1891
3866,上映地区,45
3908,类型,5
4031,导演,10177
869,演员,156
1898,导演,11749
883,编剧,14763
1695,类型,8
386,演员,22196
3900,语言,100
3525,导演,14245
3397,上映地区,45
4512,演员,4832
691,类型,9
980,演员,18727
587,类型,19
3425,演员,10691
391,类型,0
1767,编剧,2950
3682,类型,15
3391,编剧,9091
4121,上映时间,86
372,演员,14983
2190,编剧,22797
1928,演员,12507
4495,语言,45
1991,类型,5
900,演员,19396
2206,演员,11154
3300,类型,8
3489,演员,10053
979,编剧,15510
543,导演,3881
2315,演员,13418
1973,演员,6324
1638,演员,8958
1712,演员,17102
3003,导演,12164
3573,演员,22180
4091,编剧,18485
4281,演员,6125
493,演员,17201
813,演员,6365
1821,演员,19366
1609,演员,10892
2800,演员,21648
2424,演员,15712
88,演员,16788
1003,编剧,4835
4165,导演,1621
4226,上映时间,86
4344,上映时间,92
75,导演,5662
1981,编剧,21608
846,演员,21169
4176,演员,9104
588,语言,100
509,编剧,17199
3474,演员,5617
4478,语言,45
3740,类型,27
2012,演员,11398
3259,语言,144
4126,编剧,10012
775,演员,7158
2150,演员,9284
1886,演员,648
1449,上映地区,29
4009,演员,1674
2044,上映时间,81
3203,演员,21373
1065,演员,12202
3661,演员,7882
2873,演员,12540
1240,演员,21079
292,上映时间,94
596,编剧,2472
3922,演员,10699
910,演员,12246
1084,演员,5669
2612,演员,17990
4583,语言,45
1995,演员,10267
1606,编剧,9667
1703,导演,16648
2029,演员,13273
2366,类型,2
2141,演员,7375
4502,上映地区,59
4085,编剧,6691
3287,演员,10701
2736,上映时间,87
4184,演员,21289
4378,演员,15945
1544,导演,14634
3570,编剧,11506
3242,语言,144
1166,语言,45
44,演员,17680
1509,演员,20497
3231,语言,45
2884,上映地区,7
991,演员,7235
447,演员,14803
727,类型,5
2388,上映时间,86
3413,演员,17816
127,演员,15615
963,演员,20955
20,演员,22642
1041,编剧,17008
1070,上映时间,43
326,演员,4829
645,类型,7
1117,演员,14407
3907,演员,4196
4566,语言,45
1610,演员,9394
1906,演员,13370
1866,演员,135
2020,上映地区,45
347,导演,3242
1718,演员,9907
3310,导演,3140
3336,语言,45
2329,演员,6064
2050,演员,12991
2753,导演,12538
642,语言,124
675,上映时间,81
1121,编剧,14245
4242,演员,12115
1499,演员,16837
3284,演员,9572
4305,上映时间,76
3785,编剧,14387
681,导演,3385
1526,演员,13276
3223,导演,4840
1792,上映时间,70
1383,演员,13480
2978,演员,20245
568,编剧,9139
2016,演员,8319
2007,类型,27
3293,上映时间,87
429,演员,13961
3609,导演,13281
1751,上映地区,28
582,导演,7380
3908,演员,15513
2003,上映地区,45
2195,上映地区,59
3511,类型,18
3759,演员,12257
4261,演员,1014
3827,导演,9703
3406,上映时间,77
3195,演员,4949
3342,类型,27
254,演员,19373
773,上映地区,45
2736,演员,20101
3222,编剧,18231
1882,语言,144
3511,编剧,5309
402,导演,17089
1041,编剧,6404
490,演员,4519
723,演员,9170
3924,类型,17
565,演员,17976
2098,类型,22
2728,语言,45
29,演员,7157
2108,上映地区,45
182,上映地区,45
2068,上映时间,93
4210,演员,8032
581,类型,25
2841,演员,20101
688,导演,8925
399,类型,22
2755,演员,16580
3794,类型,27
4104,上映地区,59
923,编剧,15063
382,编剧,4778
2180,演员,15589
3173,演员,20388
3213,演员,13974
756,上映地区,45
2203,类型,22
493,演员,3698
4192,编剧,14662
4382,演员,6800
4543,导演,7553
1638,演员,18086
3907,类型,17
1672,演员,12585
4068,类型,18
1069,演员,6234
1991,上映地区,40
3711,演员,9946
3830,演员,11712
3138,类型,8
821,演员,3590
313,语言,110
1646,演员,10521
883,演员,4173
2208,类型,17
550,演员,11991
3169,演员,5292
795,导演,12801
1204,类型,18
1164,上映时间,78
149,演员,5921
1234,上映地区,12
2319,演员,10823
2479,导演,16824
2882,导演,14701
3043,编剧,21376
3090,类型,16
191,语言,110
156,演员,373
1429,上映时间,50
3163,演员,17637
3277,演员,534
1786,类型,8
2565,语言,89
25,上映时间,94
1697,演员,3455
2789,演员,5952
946,演员,20853
1490,语言,45
2760,演员,18645
2078,类型,27
2370,演员,12674
3008,类型,18
1040,导演,6072
3344,演员,14755
3480,演员,3659
3928,导演,3655
1822,上映地区,28
2154,导演,16475
2676,演员,7457
1257,演员,6068
1368,语言,45
1117,编剧,8729
3421,演员,21652
2074,上映地区,45
1371,语言,154
2168,语言,35
2170,演员,21503
4037,导演,9302
899,语言,45
302,编剧,15781
478,演员,4140
551,演员,3542
844,上映地区,45
1891,类型,8
1187,类型,18
1575,演员,15327
4000,上映地区,18
456,演员,9194
375,上映地区,45
71,演员,9859
3995,类型,17
2221,上映时间,91
3986,演员,10904
1769,类型,8
1,上映地区,28
409,语言,100
1473,语言,45
1788,演员,17945
2304,类型,7
26,演员,2985
2061,类型,27
4299,演员,15415
1569,类型,4
1761,类型,18
2139,上映时间,93
2259,编剧,13174
3206,演员,16859
3892,演员,18882
3865,演员,12419
672,演员,8389
121,语言,45
1436,演员,14741
2092,演员,3776
2684,演员,10220
2876,演员,20622
3613,导演,12948
1745,演员,1733
1874,类型,8
113,上映时间,94
1170,类型,18
2026,上映时间,82
3684,上映地区,40
453,上映地区,28
3758,导演,6642
4524,演员,10261
653,编剧,21182
934,编剧,4887
955,演员,5368
1752,类型,8
2287,类型,7
1513,演员,2037
704,演员,17655
2826,上映时间,83
2220,演员,13278
3705,编剧,20020
1744,类型,18
226,语言,45
2422,类型,22
4530,上映时间,78
2846,演员,11956
1569,上映时间,36
998,演员,22313
3643,演员,10673
1719,演员,10586
3422,上映时间,89
2030,语言,45
831,类型,17
4070,类型,5
2080,演员,13220
292,语言,74
2708,演员,1423
4497,演员,1525
791,演员,11818
183,上映时间,87
3896,导演,3918
2727,编剧,14560
218,演员,12582
1119,编剧,9294
22,演员,11809
2431,类型,8
93,演员,5848
1567,上映地区,33
2606,编剧,19108
2891,编剧,2055
2968,导演,986
209,语言,45
2523,上映时间,90
283,编剧,13753
3957,类型,5
